id,Gene,baseMean,log2FoldChange,pvalue,padj,Biotype,Orthologous_human_gene
ENSDARG00000088118,mmp16a,2584.503304,-0.048400696,0.673996645,0.88620816,protein_coding,NA
ENSDARG00000003144,PXMP2,749.4261557,0.048127132,0.674096636,0.886217119,protein_coding,PXMP2
ENSDARG00000060534,SGPP1 (1 of 2),381.440762,0.059967061,0.674135371,0.886217119,protein_coding,SGPP1
ENSDARG00000077215,EIF4G3 (2 of 2),1959.160018,0.037105901,0.67415623,0.886217119,protein_coding,EIF4G3
ENSDARG00000086049,FAM196B,48.35463304,-0.089676132,0.674213314,NA,protein_coding,FAM196B
ENSDARG00000077864,rasgrp3,292.5121541,0.047676917,0.674256487,0.886217119,protein_coding,RASGRP3
ENSDARG00000089388,ftr37,8129.877611,-0.052756208,0.674272254,0.886217119,protein_coding,NA
ENSDARG00000061517,lrp1bb,728.4440952,0.03852383,0.674299601,0.886217119,protein_coding,LRP1B
ENSDARG00000015530,GABRQ,474.5199896,-0.088682759,0.674307926,0.886217119,protein_coding,GABRB2
ENSDARG00000091062,CR356227.1,21.96401022,-0.095657087,0.674445522,NA,protein_coding,NA
ENSDARG00000093038,si:dkey-272j9.4,103.5851068,0.092331062,0.674456827,0.886354888,processed_transcript,NA
ENSDARG00000006011,klhdc5,183.2935073,-0.078384967,0.674499757,0.886354888,protein_coding,KLHL42
ENSDARG00000018944,hoga1,1114.284496,0.050620676,0.674663571,0.886441418,protein_coding,HOGA1
ENSDARG00000019250,fancf,85.59304866,-0.077095484,0.674678132,NA,protein_coding,FANCF
ENSDARG00000083911,SNORA53,495.8053277,-0.050061554,0.674682704,0.886441418,snoRNA,NA
ENSDARG00000074396,fscn2b,175.8513046,-0.072182272,0.674720785,0.886441418,protein_coding,FSCN2
ENSDARG00000028543,fbxw11a,776.796048,0.047521044,0.674762912,0.886441418,protein_coding,FBXW11
ENSDARG00000008788,camk1gb,1561.178296,0.063195989,0.674795769,0.886441418,protein_coding,CAMK1G
ENSDARG00000042620,zgc:162356,11693.71586,-0.047275544,0.674888776,0.886441418,protein_coding,NA
ENSDARG00000052997,sema4e,1039.029561,0.050925684,0.674933319,0.886441418,protein_coding,SEMA4D
ENSDARG00000038543,wdr48,570.9119778,-0.047070976,0.674964316,0.886441418,protein_coding,WDR48
ENSDARG00000056554,rap1gap,1710.064454,-0.037354243,0.674968406,0.886441418,protein_coding,RAP1GAP
ENSDARG00000074359,si:ch211-155k24.1,101.0022537,0.081530473,0.675000667,0.886441418,protein_coding,NA
ENSDARG00000075641,steap3,85.9112585,0.083887765,0.675055256,NA,protein_coding,STEAP3
ENSDARG00000001829,zgc:112982,4216.328006,0.025323314,0.67506566,0.886453225,protein_coding,CXorf23
ENSDARG00000075141,gprc5bb,223.5463068,0.073801863,0.675127136,0.886453225,protein_coding,GPRC5B
ENSDARG00000094701,si:ch211-223m11.4,21.20896305,-0.083539854,0.675174706,NA,processed_transcript,NA
ENSDARG00000088862,STXBP6 (1 of 2),285.4760336,0.059992113,0.675184142,0.886453225,protein_coding,STXBP6
ENSDARG00000052396,pkz,161.4104945,0.069712868,0.675196778,0.886453225,protein_coding,EIF2AK2
ENSDARG00000076578,SZT2,23.04183933,-0.092496566,0.675204451,NA,protein_coding,SZT2
ENSDARG00000039608,-,371.4398348,0.078955953,0.675227193,0.886453225,protein_coding,FUT9
ENSDARG00000014385,chek1,440.1726391,-0.065775543,0.675410332,0.886636526,protein_coding,CHEK1
ENSDARG00000059486,cplx4b,24.88043722,-0.095341726,0.675506257,NA,protein_coding,CPLX4
ENSDARG00000091302,RNF123 (2 of 2),152.287305,0.070905639,0.67559031,0.886771436,protein_coding,RNF123
ENSDARG00000013607,sema3gb,479.7626324,0.043237605,0.675609048,0.886771436,protein_coding,SEMA3F
ENSDARG00000042829,si:dkey-30j22.1,8299.045,-0.075459192,0.675658233,0.886771436,protein_coding,NA
ENSDARG00000085673,5S_rRNA,48.83350276,-0.083178502,0.675717162,NA,rRNA,NA
ENSDARG00000013302,GPX8,658.9545464,-0.037176828,0.675719947,0.886771436,protein_coding,GPX8
ENSDARG00000008503,glcci1,618.6945029,0.037790653,0.675730715,0.886771436,protein_coding,GLCCI1
ENSDARG00000057039,si:ch211-191j22.8,69.86611834,0.08561902,0.675777214,NA,protein_coding,SIPA1L3
ENSDARG00000091667,CU207301.12,273.2285397,0.050368623,0.675853605,0.886875584,protein_coding,FBLN7
ENSDARG00000087512,CR352226.1,28.79078015,0.094441722,0.675867927,NA,protein_coding,NA
ENSDARG00000092190,BX842593.1,55.00316778,-0.094794041,0.675898152,NA,protein_coding,NA
ENSDARG00000043805,si:ch1073-398c20.1,241.9288393,0.047861664,0.675936727,0.886927538,protein_coding,NA
ENSDARG00000005274,rad52,337.8750361,-0.065528304,0.675982339,0.88693027,protein_coding,RAD52
ENSDARG00000095923,olig3,9.456417113,0.089115386,0.676005866,NA,processed_transcript,NA
ENSDARG00000087592,si:dkey-14o1.14,39.25239648,0.089781469,0.676040484,NA,processed_transcript,NA
ENSDARG00000073861,GLIS2 (1 of 2),490.2243428,0.041876729,0.67604573,0.886950073,protein_coding,GLIS2
ENSDARG00000076058,GBA,583.8343113,0.045113791,0.676084495,0.886950073,protein_coding,GBA
ENSDARG00000076139,si:dkey-71p21.13,24.97144181,0.092598929,0.676135232,NA,protein_coding,NA
ENSDARG00000074260,HIST2H2AB (25 of 30),13.93674659,-0.089452858,0.676252156,NA,protein_coding,HIST2H2AA3
ENSDARG00000087927,nudt9,1016.889364,0.050015165,0.676254418,0.887115875,protein_coding,NUDT9
ENSDARG00000035389,FCHO2,2840.991288,0.041788083,0.676305554,0.887125839,protein_coding,FCHO2
ENSDARG00000044625,pcf11,4105.086109,0.03659385,0.67648995,0.887149363,protein_coding,PCF11
ENSDARG00000091030,5S_rRNA,18.36324653,0.095035438,0.676496071,NA,rRNA,NA
ENSDARG00000070304,si:ch211-188c18.1,24.91311424,0.095020392,0.676570202,NA,protein_coding,NA
ENSDARG00000094257,si:ch211-154k18.1,875.615433,0.076333387,0.676574932,0.887149363,protein_coding,NA
ENSDARG00000069961,il21r,105.4903668,0.079501799,0.676590916,0.887149363,protein_coding,IL21R
ENSDARG00000087677,CT827808.1,23.37608463,-0.080079566,0.676606025,NA,protein_coding,NA
ENSDARG00000086321,si:ch211-171l17.14,646.1177911,0.070792198,0.676621753,0.887149363,protein_coding,NA
ENSDARG00000053155,alg3,761.4226109,-0.060866101,0.67665021,0.887149363,protein_coding,ALG3
ENSDARG00000042722,blnk,190.6473763,-0.063486887,0.676653843,0.887149363,protein_coding,BLNK
ENSDARG00000039547,zgc:171759,12.93100786,0.092957049,0.676669322,NA,protein_coding,HIST1H2BD
ENSDARG00000082440,SNORD31,22.40073732,-0.09472151,0.676679094,NA,snoRNA,NA
ENSDARG00000027919,BX323854.1,38.77738751,0.09447249,0.676679542,NA,protein_coding,NA
ENSDARG00000095495,si:ch211-149k23.4,652.4004317,-0.047928039,0.676685795,0.887149363,processed_transcript,NA
ENSDARG00000006370,atp6v1h,2393.289435,0.032019904,0.676689301,0.887149363,protein_coding,ATP6V1H
ENSDARG00000043850,ftr54,69.17176257,0.094900622,0.676708395,NA,protein_coding,NA
ENSDARG00000092033,si:dkey-239h2.3,167.1773524,-0.093655263,0.676729647,0.887149363,processed_transcript,NA
ENSDARG00000068831,trappc2,1912.278885,-0.050350961,0.676758898,0.887149363,protein_coding,TRAPPC2
ENSDARG00000043089,ALOX5 (4 of 4),43.57124344,-0.09496865,0.67681749,NA,protein_coding,ALOX5
ENSDARG00000001733,gulp1a,1434.156057,-0.031150381,0.676897519,0.887173339,protein_coding,GULP1
ENSDARG00000083614,U1,10.08157837,0.072394333,0.676921736,NA,snRNA,NA
ENSDARG00000075231,zgc:172282,319.8203336,-0.065486936,0.676951137,0.887173339,protein_coding,LRFN3
ENSDARG00000043026,TTBK2 (1 of 2),968.5050939,-0.055608565,0.676959437,0.887173339,protein_coding,TTBK2
ENSDARG00000078440,CCDC88A,397.9822606,0.050832461,0.677007182,0.887173339,protein_coding,CCDC88A
ENSDARG00000018281,C18H15orf26,15.91421159,-0.094756342,0.677010955,NA,protein_coding,C15orf26
ENSDARG00000052872,BX005442.1,220.1934766,0.059473023,0.677022545,0.887173339,protein_coding,GIMAP5
ENSDARG00000041239,wdr20b,180.4182861,0.068905276,0.67707904,0.887173339,protein_coding,WDR20
ENSDARG00000070228,cdk6,1630.091336,0.037993414,0.677081984,0.887173339,protein_coding,CDK6
ENSDARG00000090167,CABZ01010189.1,20.76064632,0.09304168,0.677098124,NA,protein_coding,NA
ENSDARG00000091830,PLEC,475.7015398,0.076125279,0.677270092,0.887287127,protein_coding,EVPL
ENSDARG00000068478,gpx4a,13716.17928,-0.052950584,0.677278562,0.887287127,protein_coding,GPX4
ENSDARG00000086756,RGS9BP,140.7802186,0.077910625,0.67729947,0.887287127,protein_coding,RGS9BP
ENSDARG00000055476,CR352329.1,16.90797894,0.090200644,0.677367619,NA,protein_coding,NA
ENSDARG00000095700,si:dkey-78p8.1,22.10171785,0.094775716,0.677382118,NA,processed_transcript,NA
ENSDARG00000090973,AL929204.1,943.1247842,0.070741317,0.677446127,0.887412002,protein_coding,CCDC50
ENSDARG00000029866,SLC6A14,110.0387988,-0.076790821,0.677481899,0.887412002,protein_coding,SLC6A14
ENSDARG00000087595,CABZ01005649.1,16.02015522,-0.092694802,0.677559446,NA,miRNA,NA
ENSDARG00000085862,5S_rRNA,33.26463031,-0.041972265,0.677639778,NA,rRNA,NA
ENSDARG00000029497,tfcp2l1,1924.381814,0.092029989,0.67767894,0.887584986,protein_coding,TFCP2L1
ENSDARG00000078466,cetn2,169.2953873,-0.077871969,0.677701086,0.887584986,protein_coding,CETN1
ENSDARG00000030804,fam120b,143.9434122,0.07107472,0.677780955,0.887632534,protein_coding,FAM120B
ENSDARG00000089118,CABZ01114105.1,360.4241639,0.068278225,0.677894199,0.887656709,protein_coding,NA
ENSDARG00000082048,SNORD38,2941.905203,0.037251623,0.677913836,0.887656709,snoRNA,NA
ENSDARG00000013544,-,89.49144091,0.076143199,0.677924414,NA,protein_coding,PRKD3
ENSDARG00000057248,sclt1,1895.917084,0.042192319,0.677930113,0.887656709,protein_coding,SCLT1
ENSDARG00000074304,CR933791.3,21.17546584,0.06119704,0.677953938,NA,protein_coding,NA
ENSDARG00000034168,serpini1,230.605221,0.076684325,0.678057153,0.887670678,protein_coding,SERPINI1
ENSDARG00000078731,URGCP (1 of 3),103.9482886,0.091185512,0.678090591,0.887670678,protein_coding,URGCP
ENSDARG00000077552,DLG4 (1 of 3),153.6600998,0.068105321,0.678141178,0.887670678,protein_coding,DLG4
ENSDARG00000079524,si:ch211-168h21.3,125.1473557,-0.070124038,0.678181215,0.887670678,protein_coding,NA
ENSDARG00000096305,si:ch73-269m14.3,202.3190552,0.085157959,0.678205188,0.887670678,protein_coding,NA
ENSDARG00000045105,foxn2b,936.9033718,0.056286188,0.678213044,0.887670678,protein_coding,FOXN2
ENSDARG00000058880,CR382327.2,24.95289388,-0.094116056,0.678278721,NA,protein_coding,CLDN6
ENSDARG00000009045,hoxa11a,73.57178103,0.074495536,0.678305804,NA,protein_coding,HOXA11
ENSDARG00000095344,si:dkey-79f11.11,302.3296115,-0.081851455,0.678334961,0.887670678,processed_transcript,NA
ENSDARG00000076414,espn,595.795271,-0.043000928,0.678341369,0.887670678,protein_coding,ESPN
ENSDARG00000004154,orai1b,274.098469,-0.05960953,0.678359071,0.887670678,protein_coding,ORAI1
ENSDARG00000055389,SRRM2,2821.824656,-0.048196245,0.678376448,0.887670678,protein_coding,RP11-367J7.4
ENSDARG00000092176,si:ch211-254c8.1,48.33322279,0.086534459,0.678388581,NA,processed_transcript,NA
ENSDARG00000003813,srp54,4751.668917,-0.052597365,0.678450384,0.887710414,protein_coding,SRP54
ENSDARG00000036055,thap11,213.9196729,0.064609406,0.678689773,0.887966617,protein_coding,THAP11
ENSDARG00000086619,CR847851.2,30.6126735,0.09344434,0.678789391,NA,protein_coding,NA
ENSDARG00000093926,si:dkey-71b5.2,269.8223935,0.064232488,0.678853118,0.888013624,processed_transcript,NA
ENSDARG00000069729,mpg,215.7959003,0.074439214,0.678868243,0.888013624,protein_coding,MPG
ENSDARG00000074386,CDH12 (2 of 2),153.2337017,-0.073518518,0.678880424,0.888013624,protein_coding,CDH12
ENSDARG00000096199,si:ch211-194h1.2,99.244634,0.083534597,0.678955897,0.888013624,protein_coding,CTD-2192J16.20
ENSDARG00000070284,sft2d3,406.9069036,-0.073731254,0.679018164,0.888013624,protein_coding,SFT2D3
ENSDARG00000094044,si:ch1073-221c23.4,173.2228547,-0.069772265,0.67905439,0.888013624,processed_transcript,NA
ENSDARG00000074720,si:ch211-51h9.7,160.9625086,-0.074941548,0.679091628,0.888013624,protein_coding,CRBN
ENSDARG00000061314,NGRN,284.2821381,0.055302108,0.679094303,0.888013624,protein_coding,NGRN
ENSDARG00000012125,cnga1,257.6283248,-0.060143059,0.679117952,0.888013624,protein_coding,CNGA1
ENSDARG00000044561,ccr7,100.0304744,-0.08707379,0.679161681,0.888013631,protein_coding,CCR7
ENSDARG00000032256,TXNDC16,601.6233817,0.048375368,0.67923011,0.888013631,protein_coding,TXNDC16
ENSDARG00000091499,CABZ01083834.1,352.0246368,0.054173236,0.679248709,0.888013631,protein_coding,NA
ENSDARG00000038508,chrnb3b,75.16524044,0.089041884,0.679267181,NA,protein_coding,CHRNB3
ENSDARG00000095505,si:dkey-184d2.4,32.04341114,-0.093113869,0.67939543,NA,processed_transcript,NA
ENSDARG00000036844,tsen54,691.2843836,0.074459178,0.679419358,0.888162697,protein_coding,TSEN54
ENSDARG00000052667,snn,192.2176635,0.055982947,0.679449912,0.888162697,protein_coding,SNN
ENSDARG00000042684,serpinc1,5787.917042,0.034884674,0.67950772,0.888181281,protein_coding,SERPINC1
ENSDARG00000087783,CT583728.9,20.79923648,0.092875303,0.679521681,NA,miRNA,NA
ENSDARG00000095133,si:ch211-165f21.2,21.49574886,0.093545061,0.67958312,NA,protein_coding,FCRL5
ENSDARG00000095975,si:ch73-261i21.2,18.47735954,-0.09342063,0.679615697,NA,protein_coding,NA
ENSDARG00000070907,lcor,184.788001,-0.065890473,0.679668618,0.888334601,protein_coding,LCOR
ENSDARG00000014091,osr1,674.3220831,-0.042875074,0.679717636,0.888341683,protein_coding,OSR1
ENSDARG00000042954,slc17a9a,115.6997878,-0.087179055,0.679790045,0.888379332,protein_coding,SLC17A9
ENSDARG00000018971,b3gnt5a,1431.059664,0.033022133,0.679863019,0.888417715,protein_coding,B3GNT5
ENSDARG00000091174,BX649524.1,127.5869955,-0.092344394,0.679967795,0.888428017,protein_coding,NA
ENSDARG00000079588,gatsl3,214.5748002,0.059205109,0.679983736,0.888428017,processed_transcript,NA
ENSDARG00000076767,PGF,33.99470902,-0.090736223,0.680000896,NA,protein_coding,PGF
ENSDARG00000095242,ndufa13,1948.108496,-0.040493117,0.680050028,0.888428017,protein_coding,NDUFA13
ENSDARG00000007912,si:ch211-196i2.2,601.0172729,-0.060236957,0.680070134,0.888428017,protein_coding,NA
ENSDARG00000080818,CU459076.1,21.29305358,-0.06016526,0.680136769,NA,miRNA,NA
ENSDARG00000032896,xgb,31.19908787,-0.092429469,0.680138211,NA,protein_coding,NA
ENSDARG00000014358,optc,28.4307141,-0.090634864,0.68014636,NA,protein_coding,OPTC
ENSDARG00000075394,crtac1b,102.2690488,0.089273942,0.680175144,0.888428017,protein_coding,CRTAC1
ENSDARG00000052155,LRRC8A (2 of 2),336.6848436,0.06199897,0.680219433,0.888428017,protein_coding,LRRC8A
ENSDARG00000054771,ghra,1163.458039,-0.040486612,0.680265116,0.888428017,protein_coding,GHR
ENSDARG00000044774,pou5f1,14.2090823,0.092383692,0.680289732,NA,protein_coding,POU5F1
ENSDARG00000059574,fscn2a,122.5447137,0.067943295,0.680315888,0.888428017,protein_coding,FSCN2
ENSDARG00000095493,CU570881.4,34.26702849,-0.08523384,0.680374887,NA,protein_coding,NA
ENSDARG00000069461,rnaseka,966.2088333,-0.046584743,0.680411856,0.888428017,protein_coding,RNASEK
ENSDARG00000076149,ITCH (1 of 2),467.0479876,-0.05334623,0.68042259,0.888428017,protein_coding,ITCH
ENSDARG00000042777,ndufa11,1641.063169,-0.034437551,0.680443507,0.888428017,protein_coding,AC024592.12
ENSDARG00000070598,ENO4,47.39226744,-0.090800344,0.680459554,NA,protein_coding,ENO4
ENSDARG00000071860,nrn1a,255.7631058,0.063723125,0.680494527,0.888428017,protein_coding,NRN1
ENSDARG00000091604,CABZ01079302.1,57.66029196,0.093425973,0.680496113,NA,protein_coding,NA
ENSDARG00000093503,RSF1 (2 of 3),667.8144685,0.043228716,0.680510092,0.888428017,protein_coding,RSF1
ENSDARG00000090440,CT025695.3,17.33097638,0.075133911,0.680515476,NA,protein_coding,NA
ENSDARG00000060567,TRPM2,944.3524316,0.05258868,0.680515923,0.888428017,protein_coding,TRPM2
ENSDARG00000029830,myf6,265.6766221,0.061383696,0.68052496,0.888428017,protein_coding,MYF6
ENSDARG00000073710,usp7,3373.105976,-0.048805759,0.680570952,0.888428174,protein_coding,USP7
ENSDARG00000039356,zgc:194209,122.6617697,-0.07860967,0.680612288,0.888428174,protein_coding,APMAP
ENSDARG00000045768,cry1a,2441.250061,0.047174052,0.680739561,0.888518954,protein_coding,CRY1
ENSDARG00000063300,SEC16A,3197.77706,-0.038307796,0.68076905,0.888518954,protein_coding,SEC16A
ENSDARG00000096338,si:dkey-20j1.4,75.43056632,-0.092844009,0.680790454,NA,protein_coding,NA
ENSDARG00000094556,si:dkey-24h22.5,72.98530945,0.093642116,0.680847205,NA,protein_coding,NA
ENSDARG00000096128,si:dkey-233e3.5,184.0943558,0.077149319,0.680858032,0.88857817,protein_coding,ZNF329
ENSDARG00000076001,PIP5K1C (2 of 2),267.8987454,0.052996608,0.68093655,0.888623724,protein_coding,PIP5K1C
ENSDARG00000092456,si:ch211-188i4.4,39.77818552,0.092111057,0.680987059,NA,processed_transcript,NA
ENSDARG00000095132,si:dkey-51d8.2,303.5510486,0.064653959,0.681058992,0.88863794,protein_coding,NA
ENSDARG00000002798,cog8,487.6009931,0.043407659,0.68106649,0.88863794,protein_coding,COG8
ENSDARG00000093575,si:ch211-157d2.1,53.63708857,0.079225027,0.681073618,NA,processed_transcript,NA
ENSDARG00000032013,pafah1b1a,3146.859016,0.026622876,0.681078286,0.88863794,protein_coding,PAFAH1B1
ENSDARG00000094035,si:dkey-49n23.2,35.25889785,0.092137879,0.681140441,NA,protein_coding,NA
ENSDARG00000076393,tmem65,2692.650922,-0.034735176,0.681150803,0.888675649,protein_coding,TMEM65
ENSDARG00000012275,katnal2,50.05708887,-0.086387473,0.681221851,NA,protein_coding,KATNAL2
ENSDARG00000087641,si:ch73-96b22.1,2287.817495,-0.068327652,0.681465604,0.888992741,protein_coding,CDH26
ENSDARG00000058567,avpl,28.63171972,-0.093203778,0.681467131,NA,protein_coding,AVP
ENSDARG00000043536,si:dkey-86e18.1,90.43372412,-0.091480296,0.681474588,NA,protein_coding,NA
ENSDARG00000079330,FP016230.1,279.5918415,-0.057232256,0.681548044,0.888992741,protein_coding,EMID2
ENSDARG00000068103,CCDC19,168.1265065,0.063273424,0.681565998,0.888992741,protein_coding,CCDC19
ENSDARG00000091078,CU929079.1,53.80062382,0.090574457,0.681580153,NA,protein_coding,NA
ENSDARG00000096297,si:dkey-15g22.2,6414.328454,0.035204098,0.681581134,0.888992741,antisense,NA
ENSDARG00000092777,si:dkey-103d23.1,15.93958793,-0.087146941,0.681587676,NA,processed_transcript,NA
ENSDARG00000061173,st14a,3164.87282,0.03796048,0.681624482,0.888992741,protein_coding,ST14
ENSDARG00000079217,bbs9,326.7681875,-0.043346899,0.681700878,0.888992741,protein_coding,BBS9
ENSDARG00000086831,BX000701.1,578.0718526,-0.050278348,0.681717982,0.888992741,protein_coding,NA
ENSDARG00000092547,CU457778.4,133.7387783,-0.078447126,0.6817429,0.888992741,protein_coding,NA
ENSDARG00000090683,CABZ01072488.1,31.45666616,0.091223141,0.681808735,NA,protein_coding,NA
ENSDARG00000074212,SLC5A10,2864.36462,0.055102346,0.68192723,0.889137177,protein_coding,SLC5A10
ENSDARG00000055635,crk,3952.184521,-0.050742921,0.681965819,0.889137177,protein_coding,CRK
ENSDARG00000055040,nkrf,1150.276494,-0.051392227,0.681984579,0.889137177,protein_coding,NKRF
ENSDARG00000015775,gap43,1672.076083,0.069379859,0.68207292,0.889195454,protein_coding,GAP43
ENSDARG00000070394,UROC1,1945.747268,0.047090909,0.682336449,0.889482095,protein_coding,UROC1
ENSDARG00000043540,BX510935.1,11.76090681,0.091954378,0.682370639,NA,protein_coding,NA
ENSDARG00000093228,CMKLR1 (2 of 3),167.6873707,0.062599014,0.6824039,0.889513112,protein_coding,CMKLR1
ENSDARG00000082096,CU571077.1,30.30882252,0.092655634,0.682427475,NA,miRNA,NA
ENSDARG00000039065,BX571707.1,20.8687581,0.092530731,0.682445039,NA,protein_coding,TRPC2
ENSDARG00000063162,CMTM8 (1 of 2),4862.332965,-0.043935755,0.682505387,0.889565165,protein_coding,CMTM8
ENSDARG00000012932,MAT2B,825.3966523,0.03280954,0.682531152,0.889565165,protein_coding,MAT2B
ENSDARG00000076512,si:ch211-265g22.4,11.09334574,-0.079786719,0.682585465,NA,protein_coding,ETV3L
ENSDARG00000040280,FAM84B (2 of 2),302.1563262,0.052810846,0.682598361,0.889595856,protein_coding,FAM84B
ENSDARG00000034321,palmdb,166.6953035,0.064503906,0.682842482,0.889856869,protein_coding,PALMD
ENSDARG00000037861,CU694256.1,161.706353,0.079386436,0.682885988,0.889856869,protein_coding,SLC2A14
ENSDARG00000059171,STPG1,14.35510151,0.092687988,0.683065667,NA,protein_coding,STPG1
ENSDARG00000008395,snupn,596.2005655,-0.06425115,0.683076679,0.889992669,protein_coding,SNUPN
ENSDARG00000043799,KLHL29 (2 of 2),351.5886267,-0.049007805,0.683100089,0.889992669,protein_coding,KLHL29
ENSDARG00000009557,wrap73,391.6191378,-0.054483448,0.683121244,0.889992669,protein_coding,WRAP73
ENSDARG00000093156,si:ch73-21g5.7,39.73289687,0.091935368,0.683218939,NA,protein_coding,NA
ENSDARG00000088705,stk19,195.3394109,0.070507076,0.683239129,0.890089338,protein_coding,STK19
ENSDARG00000039257,si:ch73-137d22.1,52.14065051,-0.08802497,0.683421048,NA,protein_coding,ERMAP
ENSDARG00000086169,si:ch73-304l4.3,117.274262,0.067919843,0.683480114,0.890297963,protein_coding,RP11-192H23.4
ENSDARG00000088820,FP326649.1,1058.92326,-0.036256817,0.683526292,0.890297963,protein_coding,NA
ENSDARG00000009681,med27,585.1355139,-0.043383432,0.683530357,0.890297963,protein_coding,MED27
ENSDARG00000077719,BX004876.1,37.21955489,-0.092201589,0.683562092,NA,protein_coding,NA
ENSDARG00000091680,5_8S_rRNA,28.33393826,-0.092826768,0.683606573,NA,rRNA,NA
ENSDARG00000016368,zbtb8os,826.5076024,0.032816162,0.683615604,0.890352079,protein_coding,ZBTB8OS
ENSDARG00000088021,BX908386.2,17.00284532,-0.090875508,0.683625069,NA,protein_coding,NA
ENSDARG00000043008,CABZ01118047.1,203.5625155,0.059272037,0.683855453,0.890531896,protein_coding,SOGA2
ENSDARG00000056037,itih6,758.9971813,0.054804429,0.683884178,0.890531896,protein_coding,ITIH6
ENSDARG00000078492,swi5,329.5608133,0.068739445,0.683884789,0.890531896,protein_coding,SWI5
ENSDARG00000056835,LAYN (2 of 2),114.316299,0.068131381,0.684131932,0.89077207,protein_coding,LAYN
ENSDARG00000074543,unc5a,284.3698261,0.044804532,0.684156669,0.89077207,protein_coding,UNC5A
ENSDARG00000007436,avpr2,59.47101916,-0.086275044,0.684191064,NA,protein_coding,AVPR2
ENSDARG00000041350,ANKRD39,155.1134445,0.080440544,0.684201963,0.890774122,protein_coding,ANKRD39
ENSDARG00000039510,dbx2,18.15670763,0.08808442,0.684229569,NA,protein_coding,DBX2
ENSDARG00000036070,znrd1,212.88508,-0.088351196,0.684253322,0.890784068,protein_coding,ZNRD1
ENSDARG00000087057,ftr34,654.6858192,0.068002001,0.684333664,0.890831741,protein_coding,NA
ENSDARG00000060494,eprs,11194.38801,-0.04661377,0.684460749,0.89092333,protein_coding,EPRS
ENSDARG00000096157,si:dkey-40n15.1,94.45940982,-0.08938556,0.684491476,0.89092333,protein_coding,NA
ENSDARG00000005173,pax7a,114.9562514,-0.072248134,0.684653358,0.891006646,protein_coding,PAX7
ENSDARG00000074726,NRDE2,287.7470779,-0.052463191,0.684690927,0.891006646,protein_coding,NRDE2
ENSDARG00000026453,ZNF837,892.6448426,0.039490701,0.684709223,0.891006646,protein_coding,ZNF837
ENSDARG00000074219,zgc:171516,262.9302407,-0.068806891,0.684763621,0.891006646,protein_coding,MAP3K3
ENSDARG00000079559,FAM196A (1 of 3),129.9689313,-0.059441756,0.684774138,0.891006646,protein_coding,FAM196A
ENSDARG00000033508,CTXN3,36.29794951,-0.092120398,0.684845059,NA,protein_coding,CTXN3
ENSDARG00000080523,SNORD2,37.80011494,-0.092161736,0.684863005,NA,snoRNA,NA
ENSDARG00000092781,si:dkeyp-70f9.2,18.96405374,-0.068427758,0.684995676,NA,processed_transcript,NA
ENSDARG00000089342,wu:fc75a09,472.9011835,-0.072019423,0.685053149,0.891216332,protein_coding,NA
ENSDARG00000075052,CABZ01030262.1,202.4245566,0.057538241,0.685077904,0.891216332,protein_coding,SIPA1L2
ENSDARG00000089422,CEP164,75.57484122,0.08981688,0.685190059,NA,protein_coding,CEP164
ENSDARG00000074708,ARMC3,100.5167107,-0.0767495,0.685191433,0.891216332,protein_coding,ARMC3
ENSDARG00000095330,si:ch211-246b8.8,550.8581003,-0.059062897,0.68519213,0.891216332,pseudogene,NA
ENSDARG00000068992,hspa8,108859.4128,-0.052802844,0.685196649,0.891216332,protein_coding,HSPA8
ENSDARG00000096461,si:ch211-73m21.2,467.084524,-0.087688653,0.685199092,0.891216332,lincRNA,NA
ENSDARG00000093653,si:dkey-58b18.6,9.332541369,0.089034659,0.685235838,NA,protein_coding,NA
ENSDARG00000044569,cldn19,747.7111332,-0.061948085,0.685243448,0.891216332,protein_coding,CLDN19
ENSDARG00000096352,si:dkey-1n7.1,28.43169981,0.088326385,0.685288086,NA,lincRNA,NA
ENSDARG00000054451,loxl1,5359.621553,-0.03220652,0.68535411,0.891216332,protein_coding,LOXL1
ENSDARG00000052702,capn1a,2125.636377,0.028833961,0.685450561,0.891216332,protein_coding,CAPN1
ENSDARG00000042522,KATNBL1,540.006366,0.044111455,0.685456438,0.891216332,protein_coding,KATNBL1
ENSDARG00000074639,-,67.34557055,-0.089651113,0.685462662,NA,protein_coding,COL15A1
ENSDARG00000045305,pde7a,1997.188511,0.036080321,0.685473369,0.891216332,protein_coding,PDE7A
ENSDARG00000076002,osbpl5,1571.144464,0.037303567,0.685500409,0.891216332,protein_coding,OSBPL5
ENSDARG00000020738,zgc:153921,754.5901178,0.074691403,0.685557202,0.891216332,protein_coding,NA
ENSDARG00000074672,BX510986.1,45.70385435,-0.087861479,0.685598108,NA,protein_coding,PGBD2
ENSDARG00000002330,lhx8a,88.77698897,0.076419019,0.685648525,NA,protein_coding,LHX8
ENSDARG00000094524,-,42.15446129,0.089519827,0.685651481,NA,protein_coding,NA
ENSDARG00000037905,cacna1aa,1143.712651,0.078216591,0.685660881,0.891216332,protein_coding,CACNA1A
ENSDARG00000007264,gbas,9786.653522,-0.023044398,0.685661458,0.891216332,protein_coding,GBAS
ENSDARG00000088888,si:ch211-209n20.58,2148.705448,-0.050464663,0.685673168,0.891216332,protein_coding,NA
